gross_ceded,res_cat,entry_no,val_standard,val_rate,category,total,industrial,ordinary,credit,group
gross,02,0200137,"71 IAM, 5.0%, imm & def",5.0%,Annuities,27449724,NA,27449724,NA,NA
gross,02,0200138,"71 IAM, Proj., B, 5.5%, imm & def",5.5%,Annuities,63381,NA,63381,NA,NA
gross,02,0200139,"71 IAM, Proj., B, 5.0%, imm & def",5.0%,Annuities,1025,NA,1025,NA,NA
gross,02,0200140,"71 GAM, 5.5%, imm & def",5.5%,Annuities,206613563,NA,NA,NA,206613563
gross,02,0200141,"71 GAM, 4.5%, imm & def",4.5%,Annuities,91734825,NA,NA,NA,91734825
gross,02,0200142,"71 GAM, Proj. D, 5.5%, imm & def",5.5%,Annuities,9833092,NA,NA,NA,9833092
gross,02,0200143,"71 GAM, Proj. D, 4.5%, imm & def",4.5%,Annuities,29680469,NA,NA,NA,29680469
gross,02,0200144,"83 GAM, 4.5%, imm & def",4.5%,Annuities,146385503,NA,NA,NA,146385503
gross,02,0200145,"71 GAM, Proj. D, 5.0%, imm & def",5.0%,Annuities,13866133,NA,NA,NA,13866133
gross,02,0200146,"Int Only, 4%, Immed & Defd, NB",4%,Annuities,578734136,NA,NA,NA,578734136
gross,02,0200147,"1994 GAR, 4.25%, imm & def, NB",4.25%,Annuities,275429854,NA,2265833,NA,273164021
gross,02,0200148,"a-2000, 4.25%, imm & def, NB",4.25%,Annuities,119044934,NA,119044934,NA,NA
gross,02,0200149,"a-2000, 4.00%, imm & def",4.00%,Annuities,2791027,NA,2791027,NA,NA
gross,02,0200150,"83 GAM, Proj H, 6%",6%,Annuities,18796322,NA,NA,NA,18796322
gross,02,0200151,"83 GAM, Proj H, 7.5%",7.5%,Annuities,2024654106,NA,NA,NA,2024654106
gross,02,0200152,"83 GAM, Proj H, 9.5%",9.5%,Annuities,361955983,NA,NA,NA,361955983
gross,02,0200153,"83 GAM, Proj H, 9.75%",9.75%,Annuities,304431464,NA,NA,NA,304431464
gross,02,0200154,Annuity reserves not included elsewhere,NA,Annuities,857134289,NA,123935,NA,857010354
gross,02,0200155,"1994 GAR, 4%, imm & def",4%,Annuities,1722195915,NA,NA,NA,1722195915
gross,02,0200156,"1994 GAR, 3%, imm & def",3%,Annuities,49727975,NA,NA,NA,49727975
gross,02,0200157,"1994 GAR, 3.5%, imm & def",3.5%,Annuities,441640087,NA,NA,NA,441640087
gross,02,0200158,"1994 GAR, 3.75%, imm & def, NB",3.75%,Annuities,855227523,NA,886593,NA,854340930
gross,02,0200159,"Int Only, 2.75%, imm & def",2.75%,Annuities,2567314,NA,NA,NA,2567314
gross,02,0200160,"Int Only, 3.75%, imm & def, NB",3.75%,Annuities,756324602,NA,NA,NA,756324602
gross,02,0200161,"a-2000, Proj AA 4.25%, imm & def, NB",4.25%,Annuities,306874331,NA,51120506,NA,255753825
gross,02,0200162,"a-2000, Proj AA 4.75%, imm & def",4.75%,Annuities,3443421,NA,1936087,NA,1507334
gross,02,0200163,"a-2000, Proj AA 5.50%, imm & def",5.50%,Annuities,67259606,NA,67259606,NA,NA
gross,02,0200164,"a-2000, Proj AA 4.00%, imm & def, NB",4.00%,Annuities,323840092,NA,1082625,NA,322757467
gross,02,0200165,"a-2000, Proj AA 4.50%, imm & def, NB",4.50%,Annuities,35070462,NA,35070462,NA,NA
gross,02,0200166,"1994 GAR, 5%, imm & def",5%,Annuities,414879,NA,NA,NA,414879
gross,02,0200167,"b-2000, Proj AA 4.25%, imm & def",4.25%,Annuities,32912106,NA,NA,NA,32912106
gross,02,0200168,AG43 Variable Annuity Basic Reserve,NA,Annuities,9868461495,NA,6294603255,NA,3573858240
gross,02,0200169,"83a, Proj D, 4%, imm & def",4%,Annuities,108436037,NA,NA,NA,108436037
gross,02,0200170,"83a, Proj D, 4.25%, imm & def",4.25%,Annuities,119301083,NA,NA,NA,119301083
gross,02,0200171,"83a, Proj D, 4.5%, imm & def",4.5%,Annuities,391211960,NA,NA,NA,391211960
gross,02,0200172,"83a, Proj D, 4.75%, imm & def",4.75%,Annuities,351386385,NA,NA,NA,351386385
gross,02,0200173,"83a, Proj D, 3.5%, imm & def, NB",3.5%,Annuities,149233456,NA,NA,NA,149233456
gross,02,0200174,"83a, Proj D, 3.75%, imm & def, NB",3.75%,Annuities,560738579,NA,NA,NA,560738579
gross,02,0200175,"b-2000, Proj AA 3.5%, imm & def",3.5%,Annuities,2269536,NA,NA,NA,2269536
gross,02,0200176,"b-2000, Proj AA 4%, imm & def",4%,Annuities,14100233,NA,NA,NA,14100233
gross,02,0200177,"b-2000, Proj AA 4.5%, imm & def",4.5%,Annuities,216681990,NA,NA,NA,216681990
gross,02,0200178,"a-2000, Proj AA 3%, imm & def",3%,Annuities,362017769,NA,11752160,NA,350265609
gross,02,0200179,"a-2000, Proj AA 3.5%, imm & def, NB",3.5%,Annuities,447330217,NA,49369865,NA,397960352
gross,02,0200180,"a-2000, Proj AA 3.75%, imm & def, NB",3.75%,Annuities,1465284738,NA,41579990,NA,1423704748
gross,02,0200181,"1994 GAR, 7.25%, imm & def",7.25%,Annuities,231835215,NA,NA,NA,231835215
gross,02,0200182,"1994 GAR, 7.5%, imm & def",7.5%,Annuities,8966441,NA,NA,NA,8966441
gross,02,0200183,"1994 GAR, 7.75%, imm & def",7.75%,Annuities,83059495,NA,NA,NA,83059495
gross,02,0200184,"1994 GAR, 8%, imm & def",8%,Annuities,269179654,NA,NA,NA,269179654
gross,02,0200185,"1994 GAR, 8.5%, imm & def",8.5%,Annuities,9955593,NA,NA,NA,9955593
gross,02,0200186,"1994 GAR, 8.75%, imm & def",8.75%,Annuities,68535357,NA,NA,NA,68535357
gross,02,0200187,"1994 GAR, 9.25%, imm & def",9.25%,Annuities,58073345,NA,NA,NA,58073345
gross,02,0200188,"1994 GAR, 9.5%, imm & def",9.5%,Annuities,9316,NA,NA,NA,9316
gross,02,0200189,"83a, 4.25%, imm & def",4.25%,Annuities,271917823,NA,4741821,NA,267176002
gross,02,0200190,"a-2000, Proj AA 5%, imm & def",5%,Annuities,8875089,NA,NA,NA,8875089
gross,02,0200191,"Int Only, 3.25%, imm & def, NB",3.25%,Annuities,116687705,NA,NA,NA,116687705
gross,02,0200192,"a-2000, Proj AA 3.25%, imm & def",3.25%,Annuities,332935717,NA,66776388,NA,266159329
gross,02,0200193,"1994 GAR, 2.75%, imm & def",2.75%,Annuities,28835064,NA,NA,NA,28835064
gross,02,0200194,"1994 GAR, 3.25%, imm & def",3.25%,Annuities,72743222,NA,NA,NA,72743222
gross,02,0200195,"a-2000, 3.75%, imm & def",3.75%,Annuities,17544281,NA,17544281,NA,NA
gross,02,0200196,"Int Only, 3.00%, imm & def, NB",3.00%,Annuities,22187990,NA,NA,NA,22187990
gross,02,0200197,"a-2000, Proj AA 2.75%, imm & def",2.75%,Annuities,25383273,NA,9501249,NA,15882024
gross,02,0200198,"a-2000, Proj AA 2.50%, imm & def",2.50%,Annuities,1280590,NA,1209112,NA,71478
gross,02,0200199,"83a, Proj D, 3.25%, imm & def, NB",3.25%,Annuities,25907895,NA,NA,NA,25907895
gross,02,0200200,"Int Only, 2.5%, imm & def",2.5%,Annuities,39179,NA,NA,NA,39179
gross,02,0200201,"83a, Proj D, 3%, imm & def",3%,Annuities,6720220,NA,NA,NA,6720220
gross,02,0200202,"1994 GAR, .75%, imm & def",.75%,Annuities,725639,NA,NA,NA,725639
gross,02,0200203,"71 GAM, 5%, imm & def",5%,Annuities,55185702,NA,NA,NA,55185702
gross,02,0200204,"1994 GAR, 4.00%, imm & def",4.00%,Annuities,2521684,NA,7,NA,2521677
gross,02,0200205,"83a, Proj MT12UD, 3.5%, imm & def, NB",3.5%,Annuities,51920693,NA,NA,NA,51920693
gross,02,0200206,"83a, Proj MT12UD, 3.75%, imm & def, NB",3.75%,Annuities,503190034,NA,NA,NA,503190034
gross,02,0200207,"83a, Proj MT12UD, 4%, imm & def, NB",4%,Annuities,456233285,NA,NA,NA,456233285
gross,02,0200208,"83a, Proj MT12UD, 4.25%, imm & def, NB",4.25%,Annuities,33811693,NA,NA,NA,33811693
gross,02,0200209,"83a, Proj MT12UD, 4.5%, imm & def, NB",4.5%,Annuities,298520988,NA,NA,NA,298520988
gross,02,0200210,"1994 GAR, 8.25%, imm & def",8.25%,Annuities,26290689,NA,NA,NA,26290689
gross,02,0200211,"a-2012, Proj G2 4%, imm & def",4%,Annuities,25011658,NA,25011658,NA,NA
gross,02,0200212,"a-2000, Proj AA 2.25%, imm & def",2.25%,Annuities,2733892,NA,2733892,NA,NA
gross,02,0200213,"1994 GAR, 2%, imm & def",2%,Annuities,8099181,NA,NA,NA,8099181
gross,02,0200214,"a-2012, Proj G2 3.5%, imm & def",3.5%,Annuities,61119480,NA,61119480,NA,NA
gross,02,0200215,2012 IAR 3.75% def NB,3.75%,Annuities,33331573,NA,27809554,NA,5522019
gross,02,0200216,"83a, Proj MT12UD, 3.25%, imm & def, NB",3.25%,Annuities,15678436,NA,NA,NA,15678436
gross,02,0200217,"Int Only, 2%, imm & def",2%,Annuities,122,NA,NA,NA,122
gross,02,0200218,"71 GAM, Proj. D, 6.0%, imm & def",6.0%,Annuities,45372599,NA,NA,NA,45372599
gross,02,0200219,"51 GAM, 2.75%, imm & def",2.75%,Annuities,60415,NA,NA,NA,60415
gross,02,0200220,"71 GAM, 7.75%, imm & def",7.75%,Annuities,63279,NA,NA,NA,63279
gross,02,0200221,"71 GAM, 8.75%, imm & def",8.75%,Annuities,87043,NA,NA,NA,87043
gross,02,0200222,"71 GAM, 13.25%, imm & def",13.25%,Annuities,720715,NA,NA,NA,720715
gross,02,0200223,"a-2012, Proj G2 3.75%, imm & def",3.75%,Annuities,341255,NA,341255,NA,NA
gross,02,0200224,"37 SA*, 3.5%, imm & def",3.5%,Annuities,49848,NA,9630,NA,40218
gross,02,0200225,"1994 GAR, Proj AA, 1.5%",1.5%,Annuities,51030,NA,NA,NA,51030
gross,02,0200226,"1994 GAR, Proj AA, 1.75%",1.75%,Annuities,202248,NA,NA,NA,202248
gross,02,0200227,"1994 GAR, Proj AA, 2.5%",2.5%,Annuities,177472,NA,NA,NA,177472
gross,02,0200228,"1994 GAR, Proj AA, 4.75%",4.75%,Annuities,142713679,NA,NA,NA,142713679
gross,02,0200229,"1994 GAR, Proj AA, 5%",5%,Annuities,7831,NA,NA,NA,7831
gross,02,0200230,"51 GAM, Proj C, 3.5%",3.5%,Annuities,1839,NA,NA,NA,1839
gross,02,0200231,"51 GAM, Proj C, 5.5%",5.5%,Annuities,56633,NA,NA,NA,56633
gross,02,0200232,"a-2000, Proj AA, 4%",4%,Annuities,708558,NA,66019,NA,642539
gross,02,0200233,"83a, 3.5%",3.5%,Annuities,93045,NA,NA,NA,93045
gross,03,0300001,"37 SA*, 3.5%, 94 & prior",3.5%,Supp Conts with Life Conts,431829,NA,1650,NA,430179
gross,03,0300002,"37 SA*, 4%, 57-88",4%,Supp Conts with Life Conts,81340,NA,NA,NA,81340
gross,03,0300003,"a-1949, 3.5%, 69-74",3.5%,Supp Conts with Life Conts,95011,178,8688,NA,86145
gross,03,0300004,"a-1949, Modification D, 4%, 94 & prior",4%,Supp Conts with Life Conts,7050213,NA,NA,NA,7050213
gross,03,0300005,"51 GAM, 3.5%, 63-74",3.5%,Supp Conts with Life Conts,603578,NA,NA,NA,603578
gross,03,0300006,Modified '55 AMER ANN 3.5%,3.5%,Supp Conts with Life Conts,345158,NA,345158,NA,NA
gross,03,0300007,"71 IAM, Projection B, 4.5%/10/4%, 48-68",4.5%,Supp Conts with Life Conts,90,NA,90,NA,NA
gross,03,0300008,"71 IAM, 6%, 75-79",6%,Supp Conts with Life Conts,1177391,NA,846838,NA,330553
gross,03,0300009,"71 IAM, Projection B, 7.5%, 80-84",7.5%,Supp Conts with Life Conts,242575,NA,NA,NA,242575
gross,03,0300010,"71 GAM, 6%, 75-79",6%,Supp Conts with Life Conts,2560070,NA,NA,NA,2560070
gross,03,0300011,"71 GAM, 7.5%, 80-82",7.5%,Supp Conts with Life Conts,2720833,NA,NA,NA,2720833
gross,03,0300012,"71 GAM, 9.5%, 83-84",9.5%,Supp Conts with Life Conts,2297492,NA,NA,NA,2297492
gross,03,0300013,"83a, 5.5%, 96 and later",5.5%,Supp Conts with Life Conts,22412137,NA,22412137,NA,NA
gross,03,0300014,"83a, 5.75%, 93 and later",5.75%,Supp Conts with Life Conts,116340,NA,116340,NA,NA
gross,03,0300015,"83a, 6%, 76-79, 94-97",6%,Supp Conts with Life Conts,19977956,NA,19964574,NA,13382
gross,03,0300016,"83a, 6.25%, 92 and later",6.25%,Supp Conts with Life Conts,915752,NA,915752,NA,NA
gross,03,0300017,"83a, 6.5%, 79-84",6.5%,Supp Conts with Life Conts,4580002,NA,4580002,NA,NA
gross,03,0300018,"83a, 6.75%, 96 and later",6.75%,Supp Conts with Life Conts,10498572,NA,10476406,NA,22166
gross,03,0300019,"83a, 7%, 79-94",7%,Supp Conts with Life Conts,6406514,NA,6325795,NA,80719
gross,03,0300020,"83a, 7.25%, 87 and later",7.25%,Supp Conts with Life Conts,6176923,NA,6176923,NA,NA
gross,03,0300021,"83a, 7.5%, 79 and later, NB",7.5%,Supp Conts with Life Conts,97650,NA,NA,NA,97650
gross,03,0300022,"83a, 7.75%, 79-92",7.75%,Supp Conts with Life Conts,141766,NA,NA,NA,141766
gross,03,0300023,"83a, 8%, 79-91",8%,Supp Conts with Life Conts,180646,NA,NA,NA,180646
gross,03,0300024,"83a, 8.25%, 79-91",8.25%,Supp Conts with Life Conts,126205,NA,4000,NA,122205
gross,03,0300025,"83a, 8.5%, 85 and later",8.5%,Supp Conts with Life Conts,401591,NA,401591,NA,NA
gross,03,0300026,"83a, 8.75%, 79-92",8.75%,Supp Conts with Life Conts,149977,NA,NA,NA,149977
gross,03,0300027,"83a, 9.5%, 85",9.5%,Supp Conts with Life Conts,178699,NA,NA,NA,178699
gross,03,0300028,"83 GAM, 6%, 91 and later, NB",6%,Supp Conts with Life Conts,5740066,NA,NA,NA,5740066
gross,03,0300029,"83 GAM, 6.25%, 88-92, 2000 and later, NB",6.25%,Supp Conts with Life Conts,1146760,NA,NA,NA,1146760
gross,03,0300030,"83 GAM, Projection H, 6.25%, 95 & 98",6.25%,Supp Conts with Life Conts,13320572,NA,NA,NA,13320572
gross,03,0300031,"83 GAM, Projection H, 6.5%, 94",6.5%,Supp Conts with Life Conts,3662982,NA,NA,NA,3662982
gross,03,0300032,"83 GAM, Projection H, 6.75%,96 - 97",6.75%,Supp Conts with Life Conts,8892847,NA,NA,NA,8892847
gross,03,0300033,"83 GAM, Projection H, 7%, 93",7%,Supp Conts with Life Conts,2224405,NA,NA,NA,2224405
gross,03,0300034,"83 GAM, Projection H, 7.5%, 86-88",7.5%,Supp Conts with Life Conts,6616249,NA,NA,NA,6616249
gross,03,0300035,"83 GAM, Projection H, 7.75%, 92",7.75%,Supp Conts with Life Conts,2877324,NA,NA,NA,2877324
gross,03,0300036,"83 GAM, Projection H, 8.25%, 90-91",8.25%,Supp Conts with Life Conts,5279927,NA,NA,NA,5279927
gross,03,0300037,"83 GAM, Projection H, 8.75%, 89",8.75%,Supp Conts with Life Conts,2500885,NA,NA,NA,2500885
gross,03,0300038,"83 GAM, Projection H, 9.5%, 85",9.5%,Supp Conts with Life Conts,1177219,NA,NA,NA,1177219
gross,03,0300039,"1994 GAR, 6.5%, 2002",6.5%,Supp Conts with Life Conts,4879645,NA,NA,NA,4879645
gross,03,0300040,"1994 GAR, 6.75 %, 2001",%,Supp Conts with Life Conts,3714366,NA,NA,NA,3714366
gross,03,0300041,"1994 GAR, 7%, 2000",7%,Supp Conts with Life Conts,4116522,NA,NA,NA,4116522
gross,03,0300042,"a-2000, 5.5%, imm & def",5.5%,Supp Conts with Life Conts,104986621,NA,104986621,NA,NA
gross,03,0300043,"a-2000, 6%, 98-99",6%,Supp Conts with Life Conts,13874230,NA,13874230,NA,NA
gross,03,0300044,"a-2000, 6.25%, 98",6.25%,Supp Conts with Life Conts,15369623,NA,15369623,NA,NA
gross,03,0300045,"a-2000, 6.5%, imm & def, 01",6.5%,Supp Conts with Life Conts,13156586,NA,13156586,NA,NA
gross,03,0300046,"a-2000, 6.75%, imm & def, 01",6.75%,Supp Conts with Life Conts,11724353,NA,11724353,NA,NA
gross,03,0300047,"a-2000, 7%, 00",7%,Supp Conts with Life Conts,13480535,NA,13480535,NA,NA
gross,03,0300048,"1960 CSG, 3.5%, 72 and prior",3.5%,Supp Conts with Life Conts,22127,NA,NA,NA,22127
gross,03,0300049,"1994 GAR, 6%, 2003",6%,Supp Conts with Life Conts,16365623,NA,NA,NA,16365623
gross,03,0300050,"a-2000, 5%, imm & def, 2003 and later",5%,Supp Conts with Life Conts,5586,NA,5586,NA,NA
gross,03,0300051,"71 IAM, 3.5%, 71 and prior",3.5%,Supp Conts with Life Conts,9277,NA,NA,NA,9277
gross,03,0300052,"83 GAM, 5%, 93-94, 2007",5%,Supp Conts with Life Conts,814931,NA,NA,NA,814931
gross,03,0300053,"37 SA, 4.5%, 80-87",4.5%,Supp Conts with Life Conts,836111,NA,NA,NA,836111
gross,03,0300054,"83a, 5.0%",5.0%,Supp Conts with Life Conts,23789,NA,23789,NA,NA
gross,03,0300055,"71 IAM, Projection B, 5.5%",5.5%,Supp Conts with Life Conts,1246191,NA,1246191,NA,NA
gross,03,0300056,"71 IAM, 5.5%",5.5%,Supp Conts with Life Conts,290812,NA,290812,NA,NA
gross,03,0300057,"71 IAM, 4.5%",4.5%,Supp Conts with Life Conts,7962,NA,7962,NA,NA
gross,03,0300058,"71 IAM, Projection B, 5.0%",5.0%,Supp Conts with Life Conts,4038,NA,4038,NA,NA
gross,03,0300059,"1994 GAR, 5.5%, imm & def, 99",5.5%,Supp Conts with Life Conts,27312228,NA,NA,NA,27312228
gross,03,0300060,"a-2000 5.25%, 05",5.25%,Supp Conts with Life Conts,72751430,NA,72751430,NA,NA
gross,03,0300061,"1994 GAR, 5.25%, imm & def",5.25%,Supp Conts with Life Conts,11402074,NA,NA,NA,11402074
gross,03,0300062,"71 IAM, Projection B, 4%",4%,Supp Conts with Life Conts,242582,NA,233654,NA,8928
gross,03,0300063,"a-2000, Proj AA 4.25%, immed & def",4.25%,Supp Conts with Life Conts,53774882,NA,53774882,NA,NA
gross,03,0300064,"a-2000, Proj AA 5.50%, immed & def",5.50%,Supp Conts with Life Conts,47411474,NA,47411474,NA,NA
gross,03,0300065,AG43 Variable Annuity Basic Reserve,NA,Supp Conts with Life Conts,10104654,NA,10104654,NA,NA
gross,03,0300066,"a-2000, Proj AA 3.75%, immed & def",3.75%,Supp Conts with Life Conts,59085393,NA,59085393,NA,NA
gross,03,0300067,"1994 GAR, 4%",4%,Supp Conts with Life Conts,11514894,NA,NA,NA,11514894
gross,03,0300068,"a-2000, Proj AA 5%, immed & def",5%,Supp Conts with Life Conts,1100030,NA,1100030,NA,NA
gross,03,0300069,"1994 GAR, 3.5%",3.5%,Supp Conts with Life Conts,72172041,NA,NA,NA,72172041
gross,03,0300070,"a-2000, Proj AA 4.5%, immed & def, NB",4.5%,Supp Conts with Life Conts,40033521,NA,40033521,NA,NA
gross,03,0300071,"1994 GAR, 3%, 2012",3%,Supp Conts with Life Conts,170184989,NA,NA,NA,170184989
gross,03,0300072,"a-2000, Proj AA 4%, immed & def, NB",4%,Supp Conts with Life Conts,5386789,NA,5386789,NA,NA
gross,03,0300073,"a-2000, Proj AA 3.5%, immed & def",3.5%,Supp Conts with Life Conts,38712286,NA,38712286,NA,NA
gross,03,0300074,"a-2012, Proj G2 4%, imm & def",4%,Supp Conts with Life Conts,80909990,NA,80909990,NA,NA
gross,03,0300075,"a-2000, Proj AA 3.25%, immed & def",3.25%,Supp Conts with Life Conts,30632251,NA,30632251,NA,NA
gross,03,0300076,"a-2000, Proj AA 2.5%, immed & def",2.5%,Supp Conts with Life Conts,5879,NA,5879,NA,NA
gross,03,0300077,"a-2000, Proj AA 2.75%, immed & def",2.75%,Supp Conts with Life Conts,42814715,NA,42814715,NA,NA
gross,03,0300078,"a-2000, Proj AA 3%, immed & def",3%,Supp Conts with Life Conts,189422,NA,189422,NA,NA
gross,03,0300079,"a-2012, Proj G2 3.5%, imm & def",3.5%,Supp Conts with Life Conts,69646330,NA,69646330,NA,NA
gross,03,0300080,2012 IAR 3.50% deferred NB,3.50%,Supp Conts with Life Conts,611644,NA,611644,NA,NA
gross,03,0300081,2012 IAR 3.75% deferred NB,3.75%,Supp Conts with Life Conts,49367,NA,49367,NA,NA
gross,03,0300082,"a-2012, Proj G2 3.75%, imm & def",3.75%,Supp Conts with Life Conts,181403722,NA,181403722,NA,NA
gross,03,0300083,"a-2012, Proj G2 2.25%, imm & def",2.25%,Supp Conts with Life Conts,5833315,NA,5833315,NA,NA
gross,03,0300084,"83 GAM, 5.5%",5.5%,Supp Conts with Life Conts,74999,NA,62455,NA,12544
gross,03,0300085,"a-1949 Met*, 3.5%",3.5%,Supp Conts with Life Conts,116398,NA,116398,NA,NA
gross,04,0400001,"26 INTERCO DI, 2.5%, 33-65 (41 IND)",2.5%,Accidental Death Bens,569,569,NA,NA,NA
gross,04,0400002,"26-33 INTERCO DI, 2.5%, 57-60",2.5%,Accidental Death Bens,115923,NA,115923,NA,NA
gross,04,0400003,"59 ADB, 2.5%",2.5%,Accidental Death Bens,2440645,NA,2440645,NA,NA
gross,04,0400004,"59 ADB, 80 CSO 2.5%, 87 and later, NB",2.5%,Accidental Death Bens,3773,NA,3773,NA,NA
gross,04,0400005,"59 ADB, 80 CSO 2.5%, UL",2.5%,Accidental Death Bens,152502,NA,152502,NA,NA
gross,04,0400006,"59 ADB, 3%, 58 and later, NB",3%,Accidental Death Bens,2191063,NA,2191063,NA,NA
gross,04,0400007,"59 ADB, 3%, CRVM, 83",3%,Accidental Death Bens,1581,NA,1581,NA,NA
gross,04,0400008,"59 ADB, 4%",4%,Accidental Death Bens,994019,NA,994019,NA,NA
gross,04,0400009,"INTERCO DI, 2.5%, 48-65",2.5%,Accidental Death Bens,1492643,NA,1492643,NA,NA
gross,04,0400010,"INTERCO DI, 4.5%, 48-64",4.5%,Accidental Death Bens,22945,22945,NA,NA,NA
gross,04,0400011,1958 CSO & 1959 ADB 3.5%,3.5%,Accidental Death Bens,527,NA,527,NA,NA
gross,04,0400012,59 ADB 3.5%,3.5%,Accidental Death Bens,664332,NA,664332,NA,NA
gross,04,0400013,"59 ADB, 4.5%",4.5%,Accidental Death Bens,314238,NA,314238,NA,NA
gross,04,0400014,"2001 CSO, 3.5%",3.5%,Accidental Death Bens,4699,NA,NA,NA,4699
gross,04,0400015,26-33 INTERCO DI 4%,4%,Accidental Death Bens,3266,NA,3266,NA,NA
gross,04,0400016,"59 ADB, 5%",5%,Accidental Death Bens,50699,NA,50699,NA,NA
gross,04,0400017,"59 ADB, 5.5%",5.5%,Accidental Death Bens,231254,NA,231254,NA,NA
gross,04,0400018,"59 ADB, 6%",6%,Accidental Death Bens,223878,NA,223878,NA,NA
gross,04,0400019,"59 ADB, 58 CSO, 2.5%",2.5%,Accidental Death Bens,346285,NA,346285,NA,NA
gross,04,0400020,"59 ADB, 58 CSO, 3%",3%,Accidental Death Bens,1028001,NA,1028001,NA,NA
gross,04,0400021,"59 ADB, 58CSO, 4%",4%,Accidental Death Bens,93355,NA,93355,NA,NA
gross,04,0400022,"59 ADB, 58 CSO, 4.5%",4.5%,Accidental Death Bens,1956057,NA,1956057,NA,NA
gross,04,0400023,"59 ADB, 58 CSO, 6%",6%,Accidental Death Bens,676315,NA,676315,NA,NA
gross,04,0400024,"59 ADB, 80 CSO, 4%",4%,Accidental Death Bens,3085825,NA,3085825,NA,NA
gross,04,0400025,"59 ADB, 80 CSO, 4.5%",4.5%,Accidental Death Bens,14559739,NA,14559739,NA,NA
gross,04,0400026,"59 ADB, 80 CSO, 5%",5%,Accidental Death Bens,3674668,NA,3674668,NA,NA
gross,04,0400027,"59 ADB, 80 CSO, 5.5%",5.5%,Accidental Death Bens,7739652,NA,7739652,NA,NA
gross,04,0400028,"59 ADB, 80 CSO, 6%",6%,Accidental Death Bens,586447,NA,586447,NA,NA
gross,04,0400029,"26 Class (3)*, 41 CSO 2.5%",2.5%,Accidental Death Bens,143515,NA,143515,NA,NA
gross,05,0500001,MOD '35-39 INTER-CO '58 CSO 3%,3%,Disability - Active,151426,NA,151426,NA,NA
gross,05,0500002,MOD '35-39 INTER-CO '80 CSO 4%,4%,Disability - Active,1353,NA,1353,NA,NA
gross,05,0500003,"52 INTERCO DISA, Period 2*, 2.5%",2.5%,Disability - Active,9646,NA,9646,NA,NA
gross,05,0500004,"52 INTERCO DISA, Period 2*, 80 CSO 2.5%, 87 and later, NB",2.5%,Disability - Active,111791,NA,111791,NA,NA
gross,05,0500005,"52 INTERCO DISA, Period 2*, 80 CSO 2.5% UL, 90 and later",2.5%,Disability - Active,220841,NA,220841,NA,NA
gross,05,0500006,"52 INTERCO DISA, Period 2, 3%, 61 and later, NB",3%,Disability - Active,8,NA,8,NA,NA
gross,05,0500007,"91 MET LTCR 5.5%, 91 & Later, NB",5.5%,Disability - Active,207415,NA,207415,NA,NA
gross,05,0500008,"Industrial Sight and Limb, modified, 2.5%, 33 and later, NB",2.5%,Disability - Active,13975426,867,13974559,NA,NA
gross,05,0500009,"Industrial Sight and Limb, 4.5%, 42-47",4.5%,Disability - Active,1782398,1782398,NA,NA,NA
gross,05,0500010,"Industrial Sight and Limb, modified, 4.5%, 48-64",4.5%,Disability - Active,1452874,1452874,NA,NA,NA
gross,05,0500011,1958 CSO & '52 Dis Study (Per 2) 3.5%,3.5%,Disability - Active,50317,NA,50317,NA,NA
gross,05,0500012,"52 INTERCO DISA, Period 2*, 01 CSO, 4.0%",4.0%,Disability - Active,7080169,NA,7080169,NA,NA
gross,05,0500013,"26 Class (3)*, 41 CSO 2.50%",2.50%,Disability - Active,10402,NA,10402,NA,NA
gross,05,0500014,"26 Class (3)*, 58 CSO 2.75%",2.75%,Disability - Active,311726,NA,311726,NA,NA
gross,05,0500015,"52 INTERCO DISA, Period 2*, 58 CSO, 2.50%",2.50%,Disability - Active,236951,NA,236951,NA,NA
gross,05,0500016,"52 INTERCO DISA, Period 2*, 58 CSO, 2.75%",2.75%,Disability - Active,569209,NA,569209,NA,NA
gross,05,0500017,"52 INTERCO DISA, Period 2*, 58 CSO, 4%",4%,Disability - Active,1914326,NA,1914326,NA,NA
gross,05,0500018,"52 INTERCO DISA, Period 2*, 58 CSO, 4.50%",4.50%,Disability - Active,2853503,NA,2853503,NA,NA
gross,05,0500019,"52 INTERCO DISA, Period 2*, 80 CSO, 4%",4%,Disability - Active,18525091,NA,18525091,NA,NA
gross,05,0500020,"52 INTERCO DISA, Period 2*, 80 CSO, 4.25%",4.25%,Disability - Active,3412,NA,3412,NA,NA
gross,05,0500021,"52 INTERCO DISA, Period 2*, 80 CSO, 4.50%",4.50%,Disability - Active,85871724,NA,85871724,NA,NA
gross,05,0500022,"52 INTERCO DISA, Period 2*, 01 CSO, 3.5% NB",3.5%,Disability - Active,2346046,NA,2346046,NA,NA
gross,05,0500023,"52 INTERCO DISA, Period 2*, 01 CSO, 4.5%",4.5%,Disability - Active,4,NA,4,NA,NA
gross,05,0500024,"2001 CSO, 3.5%",3.5%,Disability - Active,7978,NA,NA,NA,7978
gross,05,0500025,MOD '35-39 INTER-CO '58 CSO 4%,4%,Disability - Active,145335,NA,145335,NA,NA
gross,05,0500026,MOD '35-39 INTER-CO '58 CSO 4.5%,4.5%,Disability - Active,150691,NA,150691,NA,NA
gross,05,0500027,MOD '35-39 INTER-CO '58 CSO 5.5%,5.5%,Disability - Active,6724,NA,6724,NA,NA
